Selectionsort: Best_Comparisons
,1000,10000,100000
1,499500,49995000,4999950000
2,499500,49995000,4999950000
3,499500,49995000,4999950000
4,499500,49995000,4999950000
5,499500,49995000,4999950000
6,499500,49995000,4999950000
7,499500,49995000,4999950000
8,499500,49995000,4999950000
9,499500,49995000,4999950000
10,499500,49995000,4999950000
