Bubblesort: Worst_Swaps
,1000,10000,100000
1,248132,24793990,2505004861
2,248132,24793990,2505004861
3,248132,24793990,2505004861
4,248132,24793990,2505004861
5,248132,24793990,2505004861
6,248132,24793990,2505004861
7,248132,24793990,2505004861
8,248132,24793990,2505004861
9,248132,24793990,2505004861
10,248132,24793990,2505004861
