Quicksort: Best_Comparisons
,1000,10000,100000
1,499155,49775933,49775933
2,499155,49775933,49775933
3,499155,49775933,49775933
4,499155,49775933,49775933
5,499155,49775933,49775933
6,499155,49775933,49775933
7,499155,49775933,49775933
8,499155,49775933,49775933
9,499155,49775933,49775933
10,499155,49775933,49775933
